cow,variable,std,mean,cv,std_fg,mean_fg,cv_fg,feature
1144,lf,18.410184349194186,653.4494174350173,0.028173847673565337,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1144,rb,39.5014133400999,407.3299020405037,0.09697646340771711,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1144,rf,15.442754267608532,613.2577010983412,0.025181508915339577,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1144,udder,9.783546875318283,1058.1735435176518,0.009245692197893323,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1148,lb,52.21802690812638,681.7981424638157,0.07658869048751873,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1148,lf,31.74452813306326,738.5003687679581,0.042985121572820244,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1148,rb,9.14753581426281,385.4596922451313,0.023731497737110932,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1148,rf,6.581839115020808,673.7300974441329,0.009769252019450695,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1148,udder,6.583389642028633,1194.1967393273665,0.005512818303068504,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1151,lb,21.287647409643416,573.9424618572278,0.03709021169257706,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1151,lf,17.444874157275446,721.3934082394029,0.024182192348902305,119.27106048693233,624.9785629077559,0.19084024247490264,peri
1151,rb,18.353327921652436,611.4590652233599,0.030015628135218096,74.18042873865525,452.9936419474065,0.16375600421179368,peri
1151,rf,14.450697571642428,526.0070844744732,0.027472439056747552,89.68239156698219,622.1261083342469,0.1441546824117514,peri
1151,udder,7.485223218435761,1112.4536396796932,0.006728570927765555,105.34263497401687,1037.3205136870504,0.1015526383447168,peri
1153,lb,25.79510349159777,353.7122241153814,0.072926808102576,78.55436072813903,459.9684122331248,0.17078207685341118,peri
1153,lf,18.6690902024301,853.1516018112035,0.0218825003232678,119.27106048693233,624.9785629077559,0.19084024247490264,peri
